event.id,timestamp,location.long,location.lat,behavioural.classification,ground.speed,heading,height.raw,manually.marked.outlier,http...vocabulary.movebank.org.extended.raptor.workshop.attributes.behaviour,http...vocabulary.movebank.org.extended.raptor.workshop.attributes.deployment.special.event,http...vocabulary.movebank.org.extended.raptor.workshop.attributes.migration.state,visible,sensor.type,individual.taxon.canonical.name,tag.local.identifier,individual.local.identifier,study.name,utm.easting,utm.northing,utm.zone,study.timezone,study.local.timestamp,ncep.noaa.gov.reanalysis.2.6hr.flx.u.component_of_wind_height_above_ground,ncep.noaa.gov.reanalysis.2.6hr.flx.v.component_of_wind_height_above_ground,ncep.noaa.gov.reanalysis.2.6hr.flx.Temperature_height_above_ground,ncep.noaa.gov.reanalysis.2.6hr.flx.Specific_humidity_height_above_ground,modis.land.MOD13A2.005.1.km.16.days.NDVI,ecmwf2.interim_daily.sfc.10.metre.U.wind.component,ecmwf2.interim_daily.sfc.10.metre.V.wind.component,ecmwf2.interim_daily.sfc.2.metre.temperature,ecmwf2.interim_daily.sfc.Thermal.uplift,validdata,timestamp2,computedSpeed,stepLength,timeInterval,TRMM_3B42.007.IRprecipitation
18447693,20:02.0,-107.2466,52.3406,NA,2,40,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346952.9,5801297.7,13N,Pacific Standard Time,20:02.0,2.43E-01,1.31E+00,283.2074,0.004712637,0.386630013,1.49E+00,1.12E+00,282.27,8.98E-01,TRUE,5/23/2009 2:20,0.00E+00,0.00E+00,0.00E+00,-1.00E+04
18447734,01:14.0,-107.2472,52.3402,NA,0,178,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346910.6,5801254.5,13N,Pacific Standard Time,01:14.0,2.97E-01,1.73E+00,282.4161,0.004653143,0.390460404,1.34E+00,1.38E+00,281.1787,7.30E-01,TRUE,5/23/2009 3:01,8.79E-02,6.03E-02,6.87E-01,-1.00E+04
18447735,00:59.0,-107.247,52.3403,NA,0,4,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346924.6,5801265.2,13N,Pacific Standard Time,00:59.0,5.37E-01,3.57E+00,278.9736,0.004396212,0.390536045,7.02E-01,2.48E+00,276.4406,0.00E+00,TRUE,5/23/2009 6:00,5.86E-03,1.76E-02,3.00E+00,-1.00E+04
18447736,00:42.0,-107.2472,52.3403,NA,0,10,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346910.9,5801265.6,13N,Pacific Standard Time,00:42.0,1.39E+00,3.75E+00,277.542,0.004307326,0.391231075,1.02E+00,2.30E+00,275.7603,0.00E+00,TRUE,5/23/2009 9:00,4.54E-03,1.36E-02,3.00E+00,-1.00E+04
18447737,00:58.0,-107.2472,52.3401,NA,0,236,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346910.3,5801243.4,13N,Pacific Standard Time,00:58.0,2.23E+00,3.93E+00,276.1443,0.004223564,0.39448597,1.34E+00,2.12E+00,275.1228,6.43E-03,TRUE,5/23/2009 12:00,7.40E-03,2.22E-02,3.00E+00,-1.00E+04
18447738,01:00.0,-107.247,52.3405,NA,0,354,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346925.3,5801287.5,13N,Pacific Standard Time,01:00.0,9.73E-01,3.74E+00,281.8497,0.00513198,0.391219246,1.70E+00,1.50E+00,282.8042,1.20E+00,TRUE,5/23/2009 15:01,1.55E-02,4.65E-02,3.00E+00,-1.00E+04
18447739,00:48.0,-107.2471,52.3402,NA,0,328,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.4,5801254.3,13N,Pacific Standard Time,00:48.0,-2.80E-01,3.54E+00,287.5325,0.006033762,0.395363531,2.06E+00,8.79E-01,290.4475,2.39E+00,TRUE,5/23/2009 18:00,1.14E-02,3.40E-02,3.00E+00,-1.00E+04
18447740,01:44.0,-107.247,52.3403,NA,0,56,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346924.6,5801265.2,13N,Pacific Standard Time,01:44.0,-1.62E+00,2.28E+00,289.8481,0.005723007,0.395317498,1.27E+00,7.46E-01,291.8485,1.72E+00,TRUE,5/23/2009 21:01,4.32E-03,1.30E-02,3.02E+00,-1.00E+04
18447741,00:42.0,-107.2968,52.3381,NA,10,230,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,343524.7,5801127.1,13N,Pacific Standard Time,00:42.0,-2.99E+00,1.06E+00,292.1521,0.005415267,0.304193168,4.71E-01,6.37E-01,293.203,1.06E+00,TRUE,5/24/2009 0:00,1.14E+00,3.39E+00,2.98E+00,-1.00E+04
18447742,00:44.0,-107.2615,52.3546,NA,0,336,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345986.6,5802886.3,13N,Pacific Standard Time,00:44.0,-3.28E+00,1.68E+00,288.3631,0.006007646,0.395199562,-1.04E+00,1.35E+00,288.0922,5.29E-01,TRUE,5/24/2009 3:00,1.01E+00,3.02E+00,3.00E+00,-1.00E+04
18447743,00:50.0,-107.2607,52.3545,NA,0,340,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346040.7,5802873.4,13N,Pacific Standard Time,00:50.0,-3.61E+00,2.31E+00,284.6125,0.006594178,0.395594258,-2.56E+00,2.07E+00,283.0006,0.00E+00,TRUE,5/24/2009 6:00,1.85E-02,5.55E-02,3.00E+00,-1.00E+04
18447744,00:46.0,-107.2607,52.3544,NA,0,148,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346040.4,5802862.3,13N,Pacific Standard Time,00:46.0,-3.31E+00,2.43E+00,283.241,0.006609967,0.396662574,-2.06E+00,2.16E+00,282.3373,0.00E+00,TRUE,5/24/2009 9:00,3.71E-03,1.11E-02,3.00E+00,-1.00E+04
18447745,00:46.0,-107.2471,52.3402,NA,0,200,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.4,5801254.3,13N,Pacific Standard Time,00:46.0,-3.03E+00,2.55E+00,281.8894,0.006628123,0.401098144,-1.58E+00,2.25E+00,281.7033,4.47E-03,TRUE,5/24/2009 12:00,6.10E-01,1.83E+00,3.00E+00,-1.00E+04
18447746,00:48.0,-107.2471,52.3403,NA,0,132,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.8,5801265.4,13N,Pacific Standard Time,00:48.0,-3.98E+00,3.34E+00,286.4016,0.007809978,0.400920278,-2.21E+00,1.96E+00,286.9423,1.06E+00,TRUE,5/24/2009 15:00,3.71E-03,1.11E-02,3.00E+00,-1.00E+04
18447747,00:54.0,-107.247,52.3403,NA,0,30,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346924.6,5801265.2,13N,Pacific Standard Time,00:54.0,-3.58E+00,2.31E+00,291.4668,0.0105691,0.402957028,-2.75E+00,1.96E+00,291.9167,1.09E+00,TRUE,5/24/2009 21:00,1.13E-03,6.79E-03,6.00E+00,-1.00E+04
18447748,00:42.0,-107.2373,52.3519,NA,0,340,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,347625.2,5802534.8,13N,Pacific Standard Time,00:42.0,-2.25E+00,5.30E-01,292.0106,0.012143258,0.376315972,-2.68E+00,2.25E+00,291.667,9.32E-02,TRUE,5/25/2009 0:00,4.83E-01,1.45E+00,3.00E+00,-1.00E+04
18447749,00:48.0,-107.247,52.3402,NA,0,354,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346924.2,5801254.1,13N,Pacific Standard Time,00:48.0,-6.19E-01,-2.79E-02,285.4794,0.008967065,0.406949843,-1.06E+00,1.88E+00,282.9042,3.99E-04,TRUE,5/25/2009 6:00,2.43E-01,1.46E+00,6.00E+00,-1.00E+04
18447750,00:42.0,-107.2472,52.3404,NA,0,336,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346911.3,5801276.8,13N,Pacific Standard Time,00:42.0,-4.68E-02,-1.82E+00,284.6454,0.008693037,0.405390723,-5.45E-01,3.19E-01,281.9281,9.02E-02,TRUE,5/25/2009 9:00,8.69E-03,2.61E-02,3.00E+00,-1.00E+04
18447751,00:54.0,-107.2471,52.3403,NA,0,326,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.8,5801265.4,13N,Pacific Standard Time,00:54.0,5.22E-01,-3.61E+00,283.8211,0.008422275,0.407608394,-3.92E-02,-1.25E+00,280.9749,1.84E-01,TRUE,5/25/2009 12:00,4.34E-03,1.30E-02,3.00E+00,-1.00E+04
18447752,00:33.0,-107.247,52.3403,NA,0,340,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346924.6,5801265.2,13N,Pacific Standard Time,00:33.0,2.82E-01,-4.82E+00,285.2503,0.008904113,0.408688135,-8.11E-01,-2.78E+00,284.9148,1.12E+00,TRUE,5/25/2009 15:00,2.27E-03,6.79E-03,2.99E+00,-1.00E+04
18447753,00:54.0,-107.247,52.3402,NA,0,354,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346924.2,5801254.1,13N,Pacific Standard Time,00:54.0,3.79E-02,-6.03E+00,286.6814,0.009383657,0.410774046,-1.58E+00,-4.31E+00,288.8551,2.05E+00,TRUE,5/25/2009 18:00,3.70E-03,1.11E-02,3.01E+00,-1.00E+04
18447754,00:39.0,-107.1706,52.3155,NA,9,340,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,352045.9,5798348.3,13N,Pacific Standard Time,00:39.0,-5.73E-01,-5.48E+00,287.3545,0.009033221,0.301392983,-1.10E+00,-4.16E+00,289.8473,1.67E+00,TRUE,5/25/2009 21:00,1.96E+00,5.87E+00,3.00E+00,-1.00E+04
18447694,00:44.0,-107.247,52.3403,NA,0,192,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346924.6,5801265.2,13N,Pacific Standard Time,00:44.0,-6.30E-01,-5.46E+00,287.3899,0.009028537,0.410600097,-1.10E+00,-4.17E+00,289.8449,1.67E+00,FALSE,5/25/2009 21:00,          NA,          NA,          NA,-1.00E+04
18447755,00:42.0,-107.2521,52.3515,NA,5,330,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346616,5802521.6,13N,Pacific Standard Time,00:42.0,-1.30E+00,-4.89E+00,288.086,0.008670563,0.380159955,-6.28E-01,-4.02E+00,290.8082,1.29E+00,TRUE,5/26/2009 0:00,2.28E+00,6.83E+00,3.00E+00,-1.00E+04
18447756,00:46.0,-107.2603,52.3546,NA,0,48,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346068.3,5802883.7,13N,Pacific Standard Time,00:46.0,-1.97E+00,-3.21E+00,285.3366,0.007968135,0.415468361,-1.45E+00,-2.68E+00,285.1023,6.45E-01,TRUE,5/26/2009 3:00,2.18E-01,6.55E-01,3.00E+00,-1.00E+04
18447757,00:49.0,-107.2613,52.3546,NA,0,354,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346000.2,5802885.8,13N,Pacific Standard Time,00:49.0,-2.62E+00,-1.53E+00,282.5909,0.007269316,0.416939848,-2.27E+00,-1.35E+00,279.421,1.88E-04,TRUE,5/26/2009 6:00,2.26E-02,6.79E-02,3.00E+00,-1.00E+04
18447758,00:48.0,-107.2614,52.3546,NA,0,12,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345993.4,5802886.1,13N,Pacific Standard Time,00:48.0,-2.78E+00,6.11E-01,281.671,0.007000826,0.418275051,-2.16E+00,3.72E-01,278.946,4.16E-02,TRUE,5/26/2009 9:00,2.26E-03,6.79E-03,3.00E+00,-1.00E+04
18447759,00:48.0,-107.2614,52.3546,NA,0,358,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345993.4,5802886.1,13N,Pacific Standard Time,00:48.0,-2.94E+00,2.74E+00,280.7717,0.006738171,0.419563285,-2.04E+00,2.09E+00,278.503,8.78E-02,TRUE,5/26/2009 12:00,0.00E+00,0.00E+00,3.00E+00,-1.00E+04
18447760,00:49.0,-107.2778,52.3539,NA,9,26,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,344874.2,5802843.3,13N,Pacific Standard Time,00:49.0,-4.14E+00,4.17E+00,284.5402,0.007797224,0.387910747,-2.38E+00,3.97E+00,285.2044,1.19E+00,TRUE,5/26/2009 15:00,3.72E-01,1.12E+00,3.00E+00,-1.00E+04
18447761,00:42.0,-107.278,52.345,NA,15,94,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,344829.5,5801853.9,13N,Pacific Standard Time,00:42.0,-5.34E+00,5.58E+00,288.2869,0.008849158,0.350143121,-2.71E+00,5.82E+00,291.8821,2.29E+00,TRUE,5/26/2009 18:00,3.30E-01,9.90E-01,3.00E+00,-1.00E+04
18447762,00:44.0,-107.1862,52.3586,NA,3,116,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,351127.5,5803173.4,13N,Pacific Standard Time,00:44.0,-4.96E+00,7.12E+00,288.9482,0.009432346,0.401646548,-1.96E+00,6.17E+00,292.708,1.15E+00,TRUE,5/26/2009 21:00,2.14E+00,6.42E+00,3.00E+00,-1.00E+04
18447763,00:44.0,-107.2916,52.347,NA,0,12,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,343910.2,5802105.6,13N,Pacific Standard Time,00:44.0,-4.23E+00,8.62E+00,289.898,0.010098826,0.342102544,-1.25E+00,6.55E+00,293.5153,0.00E+00,TRUE,5/27/2009 0:00,2.42E+00,7.27E+00,3.00E+00,-1.00E+04
18447764,00:52.0,-107.262,52.3547,NA,0,226,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345952.9,5802898.5,13N,Pacific Standard Time,00:52.0,-1.62E+00,9.16E+00,289.1496,0.009415472,0.420869488,2.48E-01,6.65E+00,291.5223,0.00E+00,TRUE,5/27/2009 3:00,7.28E-01,2.19E+00,3.00E+00,-1.00E+04
18447765,00:54.0,-107.2611,52.3543,NA,0,350,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346012.8,5802852.1,13N,Pacific Standard Time,00:54.0,1.05E+00,9.66E+00,288.4331,0.00874745,0.425233206,1.74E+00,6.73E+00,289.5227,0.00E+00,TRUE,5/27/2009 6:00,2.52E-02,7.56E-02,3.00E+00,-1.00E+04
18447766,00:48.0,-107.2612,52.3543,NA,0,344,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346006,5802852.3,13N,Pacific Standard Time,00:48.0,4.09E+00,7.06E+00,286.8855,0.008382125,0.426273123,4.05E+00,2.38E+00,287.4511,0.00E+00,TRUE,5/27/2009 9:00,2.27E-03,6.79E-03,3.00E+00,-1.00E+04
18447767,00:42.0,-107.2668,52.3547,NA,0,12,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345626.1,5802908.7,13N,Pacific Standard Time,00:42.0,7.14E+00,4.45E+00,285.3486,0.00801383,0.417466132,6.36E+00,-1.95E+00,285.3939,5.27E-03,TRUE,5/27/2009 12:00,1.28E-01,3.83E-01,3.00E+00,-1.00E+04
18447768,00:44.0,-107.2915,52.3472,NA,0,22,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,343917.7,5802127.6,13N,Pacific Standard Time,00:44.0,9.40E+00,1.40E+00,287.4775,0.007753058,0.349604888,7.38E+00,-2.25E+00,288.5059,1.36E+00,TRUE,5/27/2009 15:00,6.24E-01,1.87E+00,3.00E+00,-1.00E+04
18447769,00:56.0,-107.2469,52.3403,NA,0,2,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346931.4,5801265,13N,Pacific Standard Time,00:56.0,1.16E+01,-1.56E+00,289.6632,0.0075389,0.425051087,8.39E+00,-2.51E+00,291.6592,2.71E+00,TRUE,5/27/2009 18:00,1.04E+00,3.13E+00,3.00E+00,-1.00E+04
18447770,00:55.0,-107.2469,52.3403,NA,0,10,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346931.4,5801265,13N,Pacific Standard Time,00:55.0,8.39E+00,-2.85E+00,290.2236,0.006870295,0.426006616,6.66E+00,-3.51E+00,291.6528,2.00E+00,TRUE,5/27/2009 21:00,0.00E+00,0.00E+00,3.00E+00,-1.00E+04
18447771,00:42.0,-107.2458,52.3404,NA,0,340,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,347006.7,5801273.8,13N,Pacific Standard Time,00:42.0,5.16E+00,-4.13E+00,290.7636,0.006205747,0.426662211,4.94E+00,-4.49E+00,291.6257,1.28E+00,TRUE,5/28/2009 0:00,2.52E-02,7.56E-02,3.00E+00,-1.00E+04
18447772,00:54.0,-107.2471,52.3403,NA,0,322,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.8,5801265.4,13N,Pacific Standard Time,00:54.0,2.12E+00,-2.52E+00,286.3733,0.006196101,0.42767115,1.36E+00,-3.00E+00,286.3061,6.40E-01,TRUE,5/28/2009 3:00,2.96E-02,8.90E-02,3.00E+00,-1.00E+04
18447773,00:45.0,-107.2471,52.3402,NA,0,16,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.4,5801254.3,13N,Pacific Standard Time,00:45.0,-9.13E-01,-9.08E-01,281.9997,0.006185357,0.429772007,-2.20E+00,-1.52E+00,281.0113,1.82E-04,TRUE,5/28/2009 6:00,3.71E-03,1.11E-02,3.00E+00,-1.00E+04
18447774,00:54.0,-107.2471,52.3402,NA,0,12,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.4,5801254.3,13N,Pacific Standard Time,00:54.0,-3.12E-01,-1.95E-02,277.4298,0.005219901,0.4316844,1.57E-01,7.12E-01,277.3184,9.39E-02,TRUE,5/28/2009 12:00,0.00E+00,0.00E+00,6.00E+00,-1.00E+04
18447775,00:44.0,-107.2471,52.3402,NA,1,334,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.4,5801254.3,13N,Pacific Standard Time,00:44.0,6.98E-01,-4.27E-01,283.2728,0.006066558,0.432639313,2.27E+00,-1.69E-01,283.3244,1.44E+00,TRUE,5/28/2009 15:00,0.00E+00,0.00E+00,3.00E+00,-1.00E+04
18447776,00:56.0,-107.2471,52.3402,NA,0,318,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.4,5801254.3,13N,Pacific Standard Time,00:56.0,1.71E+00,-8.36E-01,289.1022,0.006907126,0.433596174,4.37E+00,-1.05E+00,289.3201,2.78E+00,TRUE,5/28/2009 18:00,0.00E+00,0.00E+00,3.00E+00,-1.00E+04
18447777,00:42.0,-107.234,52.337,NA,17,290,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,347798.7,5800870.8,13N,Pacific Standard Time,00:42.0,2.37E+00,-1.36E+00,290.0247,0.006254251,0.469188405,4.86E+00,-2.21E+00,290.9921,1.84E+00,TRUE,5/28/2009 21:00,3.20E-01,9.58E-01,3.00E+00,-1.00E+04
18447778,01:12.0,-107.2382,52.3419,NA,1,78,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,347529.5,5801424.6,13N,Pacific Standard Time,01:12.0,3.06E+00,-1.89E+00,290.9059,0.005597782,0.389448128,5.35E+00,-3.37E+00,292.6262,8.90E-01,TRUE,5/29/2009 0:01,2.04E-01,6.15E-01,3.01E+00,-1.00E+04
18447779,00:42.0,-107.2614,52.3542,NA,0,20,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345992,5802841.6,13N,Pacific Standard Time,00:42.0,2.25E+00,-8.43E-01,286.1703,0.005777384,0.44429714,3.03E+00,-2.13E+00,287.2486,4.37E-01,TRUE,5/29/2009 3:00,6.97E-01,2.09E+00,2.99E+00,-1.00E+04
18447780,00:54.0,-107.2611,52.3542,NA,0,338,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346012.5,5802840.9,13N,Pacific Standard Time,00:54.0,1.44E+00,2.09E-01,281.4286,0.005967786,0.446673801,7.22E-01,-8.98E-01,281.875,0.00E+00,TRUE,5/29/2009 6:00,6.78E-03,2.04E-02,3.00E+00,-1.00E+04
18447781,00:48.0,-107.2612,52.3543,NA,0,18,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346006,5802852.3,13N,Pacific Standard Time,00:48.0,3.31E+00,-9.49E-01,281.3906,0.006105055,0.447513813,1.88E+00,-1.17E+00,280.9332,0.00E+00,TRUE,5/29/2009 9:00,4.35E-03,1.30E-02,3.00E+00,-1.00E+04
18447782,57:09.0,-107.2744,52.3472,NA,11,52,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345082.3,5802090.9,13N,Pacific Standard Time,57:09.0,4.40E+00,-3.97E+00,284.2014,0.006212848,0.384458112,3.35E+00,-3.58E+00,285.0777,1.28E+00,TRUE,5/29/2009 14:57,2.01E-01,1.19E+00,5.94E+00,-1.00E+04
18447783,00:10.0,-107.2752,52.3459,NA,0,20,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345023.3,5801948,13N,Pacific Standard Time,00:10.0,4.38E+00,-4.00E+00,284.2508,0.006212248,0.385037405,3.35E+00,-3.61E+00,285.1649,1.30E+00,TRUE,5/29/2009 15:00,3.07E+00,1.54E-01,5.03E-02,-1.00E+04
18447784,00:39.0,-107.2282,52.3507,NA,18,38,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,348240.8,5802382.2,13N,Pacific Standard Time,00:39.0,3.66E+00,-5.93E+00,287.0858,0.006186373,0.371018178,3.71E+00,-5.78E+00,290.3389,2.61E+00,TRUE,5/29/2009 18:00,1.08E+00,3.24E+00,3.01E+00,-1.00E+04
18447785,00:39.0,-107.2469,52.3403,NA,0,354,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346931.4,5801265,13N,Pacific Standard Time,00:39.0,1.24E+00,-5.32E+00,288.7955,0.005818781,0.441295081,2.63E+00,-5.05E+00,291.0274,1.95E+00,TRUE,5/29/2009 21:00,5.73E-01,1.72E+00,3.00E+00,-1.00E+04
18447786,00:39.0,-107.263,52.3437,NA,10,8,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,345846.6,5801677.3,13N,Pacific Standard Time,00:39.0,-1.16E+00,-4.71E+00,290.484,0.00545111,0.375137752,1.54E+00,-4.30E+00,291.6828,1.29E+00,TRUE,5/30/2009 0:00,3.86E-01,1.16E+00,3.00E+00,-1.00E+04
18447787,00:37.0,-107.2468,52.3401,NA,0,352,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346937.5,5801242.6,13N,Pacific Standard Time,00:37.0,-2.49E+00,-2.21E+00,286.7484,0.005752089,0.44558054,-6.16E-01,-1.72E+00,285.8974,6.48E-01,TRUE,5/30/2009 3:00,3.90E-01,1.17E+00,3.00E+00,-1.00E+04
18447788,01:00.0,-107.2473,52.3402,NA,0,332,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346903.8,5801254.7,13N,Pacific Standard Time,01:00.0,-3.85E+00,3.21E-01,283.0457,0.006047456,0.444787333,-2.77E+00,8.70E-01,280.1298,0.00E+00,TRUE,5/30/2009 6:01,1.19E-02,3.57E-02,3.01E+00,-1.00E+04
18447789,01:05.0,-107.2471,52.3403,NA,0,0,  NA,,NA,NA,BreedingGrounds,TRUE,gps,Cathartes aura,85754,Steamhouse 2,Turkey Vulture Acopian Center USA GPS,346917.8,5801265.4,13N,Pacific Standard Time,01:05.0,-4.23E+00,2.83E+00,281.7778,0.005822251,0.444868772,-2.95E+00,2.12E+00,280.1822,0.00E+00,TRUE,5/30/2009 9:01,5.85E-03,1.76E-02,3.00E+00,-1.00E+04
